School,AFGHANISTAN,ALBANIA,ANDORRA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS (THE),BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BERMUDA,BHUTAN,BOLIVIA,BOSNIA AND HERZEGOVINA,BOTSWANA,BRAZIL,BRITAIN,BRITISH WEST INDIES,BULGARIA,BURMA,CAMEROON,CANADA,CAYMAN ISLANDS (THE),CENTRAL AFRICAN REPUBLIC,CEYLON,CHILE,CHINA,CHRISTMAS ISLAND,COLOMBIA,COSTA RICA,COTE D'IVOIRE,CROATIA,CYPRUS,CZECHIA,DENMARK,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,ENGLAND,ERITREA,ESTONIA,ETHIOPIA,FINLAND,FRANCE,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREAT BRITAIN,GREECE,GRENADA,GUAM,GUATEMALA,GUERNSEY,HAITI,HONDURAS,HONG KONG,HUNGARY,ICELAND,INDIA,INDONESIA,IRAN,IRAQ,IRELAND,ISLE OF MAN,ISRAEL,ITALY,JAMAICA,JAPAN,JERSEY,JORDAN,KAZAKHSTAN,KENYA,KUWAIT,LATVIA,LEBANON,LESOTHO,LIBERIA,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAO,MADAGASCAR,MALAWI,MALAYSIA,MALI,MALTA,MAURITIUS,MEXICO,"MOLDOVA, REPUBLIC OF",MONACO,MONGOLIA,MOROCCO,MOZAMBIQUE,NAMIBIA,NEPAL,NETHERLANDS,NEW ZEALAND,NIGERIA,NORTHERN IRELAND,NORWAY,OMAN,PAKISTAN,PALESTINIAN TERRITORIES,PANAMA,PARAGUAY,PERU,PHILIPPINES,POLAND,PORTUGAL,PUERTO RICO,QATAR,ROMANIA,RUSSIA,RWANDA,SAINT KITTS AND NEVIS,SAINT LUCIA,SAUDI ARABIA,SCOTLAND,SENEGAL,SERBIA,SEYCHELLES,SINGAPORE,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SOUTH KOREA,SPAIN,SRI LANKA,ST. VINCENT & THE GRENADINES,SWAZILAND,SWEDEN,SWITZERLAND,SYRIA,TAIWAN,TANZANIA,THAILAND,THE NETHERLANDS,TOKELAU,TRINIDAD AND TOBAGO,TUNISIA,TURKEY (TURKIYE),UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED NATIONS,URUGUAY,USA,UZBEKISTAN,VENEZUELA,VIETNAM,VIRGIN ISLANDS (BRITISH),WALES,ZAMBIA,ZIMBABWE,Total Foreign Donations
"University Of California, Berkeley",0.0,0.0,0.0,0.0,0.0,1069276.0,0.0,1838281.0,2223629.0,0.0,0.0,0.0,0.0,15747037.0,0.0,90724025.0,0.0,0.0,0.0,0.0,8064482.25,0.0,250000.0,0.0,0.0,1195442.0,108188997.0,2499625.0,0.0,0.0,2234871.0,95358366.0,0.0,399556.0,0.0,0.0,0.0,0.0,375000.0,13298906.98,393551.0,0.0,0.0,0.0,41164752.02,0.0,0.0,0.0,1922837.0,52794093.0,0.0,66159216.55,2261700.0,0.0,327016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114968816.0,4068250.0,0.0,3981537.0,21131507.75,0.0,0.0,0.0,0.0,1980317.0,4843110.25,10000.0,44478736.0,0.0,0.0,6338248.12,0.0,5380502.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503899.0,0.0,0.0,250000.0,6911373.5,450000.0,0.0,1512233.75,0.0,0.0,0.0,0.0,5537128.0,2616500.0,0.0,0.0,6741069.0,0.0,3094886.0,0.0,750000.0,0.0,594258.0,19160458.25,0.0,450000.0,0.0,0.0,0.0,0.0,450000.0,0.0,0.0,42954886.0,0.0,0.0,0.0,0.0,74131667.85,0.0,0.0,0.0,49949352.0,1391781.0,0.0,0.0,0.0,6254813.0,27078692.0,0.0,70904367.0,1640249.0,272006.0,759652.0,0.0,0.0,0.0,0.0,0.0,0.0,20867570.94,14312383.0,250000.0,0.0,2701126.0,0.0,0.0,1000000.0,250000.0,0.0,0.0,256819.0,1081918854.21
Duke University,0.0,0.0,0.0,0.0,0.0,6793278.0,7800.0,0.0,2932342.0,0.0,0.0,0.0,0.0,8236475.77,0.0,0.0,0.0,300000.0,0.0,0.0,3980680.0,0.0,0.0,0.0,0.0,0.0,28988796.0,0.0,1050061.59,0.0,0.0,60895763.0,5897262.0,662716.0,268010.0,0.0,0.0,0.0,0.0,19027235.0,0.0,0.0,9868.0,0.0,38786454.74,0.0,0.0,0.0,438669.0,153699878.0,0.0,79589317.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10231204.22,0.0,0.0,9468043.0,524260.0,0.0,0.0,255655996.66,0.0,274543.0,3009782.0,0.0,13316252.0,0.0,0.0,61094200.0,0.0,1184149.0,0.0,0.0,0.0,0.0,0.0,0.0,623200.0,0.0,0.0,0.0,5148842.0,0.0,0.0,0.0,1251133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8422936.0,1217370.0,444941.83,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,1726017.0,0.0,0.0,0.0,0.0,2530691.0,0.0,0.0,0.0,0.0,0.0,3561688.0,2388942.0,0.0,0.0,0.0,34584429.81,0.0,0.0,2627166.0,2040667.0,1775017.0,0.0,0.0,0.0,79160191.4,55840249.26,0.0,3409259.0,924769.0,11715639.0,3280782.0,0.0,0.0,0.0,0.0,1002077.0,0.0,1456612.0,66977830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059133485.6300001
University Of Southern California,0.0,0.0,0.0,0.0,0.0,17646176.0,265132.0,0.0,2689442.8,0.0,0.0,0.0,0.0,2764304.87,0.0,0.0,0.0,0.0,0.0,1084991.0,6380764.56,0.0,0.0,0.0,0.0,0.0,35095912.18,734285.0,0.0,0.0,0.0,101906689.52,0.0,355719.0,0.0,0.0,0.0,0.0,0.0,722073.75,0.0,0.0,0.0,0.0,23216618.06,0.0,0.0,0.0,2015375.42,7754784.23,0.0,19844052.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93409272.28,0.0,0.0,312500.0,7703232.53,0.0,0.0,3131802.09,0.0,15977627.879999999,0.0,969548.5,260326449.98,1712169.0,0.0,13714281.59,0.0,40819524.45,0.0,0.0,0.0,0.0,0.0,0.0,743043.0,0.0,0.0,0.0,4723819.52,0.0,0.0,0.0,3476944.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162746.0,0.0,69342.0,281129.44,3720667.0,423746.11,0.0,0.0,274960.0,0.0,0.0,2800036.0,0.0,0.0,0.0,3655485.0,0.0,500000.0,0.0,0.0,0.0,121985566.404,0.0,0.0,0.0,0.0,7688688.0,0.0,0.0,0.0,21372769.12,0.0,0.0,330000.0,0.0,8200460.1899999995,31006451.88,0.0,48349440.0,0.0,12144551.76,3880010.89,0.0,0.0,0.0,1256659.56,0.0,0.0,1310857.03,9787354.0,1623675.6,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,952571131.8840001
"University Of California, San Diego",0.0,0.0,0.0,1.0,0.0,12375289.49,1030659.0,0.0,977948.0,0.0,0.0,0.0,0.0,27226280.32,0.0,23581439.8,0.0,0.0,0.0,2.0,1361493.71,0.0,0.0,1564806.0,0.0,0.0,19275336.08,258556.0,0.0,0.0,1.0,22390405.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66964928.88,0.0,0.0,0.0,0.0,115995735.92,0.0,0.0,1.0,2314216.5,54886366.24,0.0,62100563.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14000000.0,0.0,0.0,5529836.0,0.0,0.0,46181655.0,1988845.0,0.0,0.0,22658020.7,0.0,16907448.6,3705028.5,0.0,75980827.95,0.0,0.0,338562.09,0.0,8869888.54,0.0,0.0,0.0,0.0,0.0,0.0,639587.0,0.0,0.0,2.0,3285367.68,0.0,0.0,0.0,2648415.24,0.0,0.0,0.0,0.0,3586637.0,0.0,0.0,2339831.0,3547556.6,1.0,621225.0,9579314.64,0.0,0.0,0.0,0.0,0.0,565438.0,499349.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69382582.21,2.0,0.0,0.0,0.0,15692581.0,0.0,0.0,5124.0,46596795.62,1490376.4,658289.0,0.0,0.0,17321981.0,113144228.62,0.0,3100030.24,0.0,1360674.88,6906973.76,0.0,0.0,0.0,506527.64,0.0,1855569.0,2119390.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,804618.0,1.0,0.0,0.0,916722615.55
"University Of California, Los Angeles",0.0,0.0,0.0,0.0,0.0,14752419.0,2065329.0,0.0,5744071.0,0.0,400000.0,0.0,0.0,1528004.0,0.0,1000000.0,0.0,0.0,0.0,0.0,526205.0,0.0,450000.0,0.0,0.0,911150.0,38250428.0,2902574.0,0.0,100.0,261801.0,92321405.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8108779.0,0.0,21.0,600000.0,0.0,99494418.0,3.0,0.0,78.0,1229665.0,13802950.0,0.0,36785915.0,0.0,0.0,0.0,6590963.0,0.0,0.0,0.0,0.0,0.0,0.0,25262830.0,0.0,509578.0,9305775.0,1662196.0,0.0,0.0,5359222.0,0.0,11152679.0,1279332.0,0.0,119754734.0,5000.0,25175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289760.0,0.0,2.0,0.0,0.0,0.0,250625.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989782.0,268157.0,0.0,0.0,8841411.0,0.0,0.0,0.0,0.0,289200.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,673001.0,0.0,0.0,0.0,15251658.0,1.0,399950.0,0.0,0.0,20525477.74,0.0,0.0,2454205.0,19935731.0,6171569.0,0.0,0.0,0.0,7069275.0,58262316.0,0.0,11459963.0,0.0,0.0,1837468.0,0.0,0.0,0.0,3101000.0,5345890.0,0.0,2486824.0,19086654.0,0.0,0.0,1267095.0,0.0,0.0,0.0,2500000.0,0.0,0.0,1.0,715949645.74
University Of Virginia,0.0,0.0,0.0,0.0,0.0,5987524.0,205846.0,0.0,0.0,0.0,7835383.6899999995,0.0,0.0,4730437.79,0.0,3298646.0,0.0,0.0,0.0,0.0,77073.0,0.0,0.0,0.0,0.0,0.0,11489546.47,3481345.38,0.0,0.0,5052.0,12781214.7,0.0,0.0,402001.0,0.0,0.0,0.0,0.0,26544756.76,0.0,0.0,38524.0,0.0,40725760.35,0.0,0.0,0.0,2629997.0,22547536.91,0.0,38714401.59,0.0,0.0,5295002.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,2470869.0,0.0,0.0,1380049.0,0.0,0.0,0.0,49200130.13,0.0,20785131.59,6557502.0,0.0,43953180.46,0.0,0.0,0.0,30718.0,53914.0,0.0,0.0,0.0,0.0,0.0,0.0,444202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3856838.0,345775.0,0.0,0.0,0.0,0.0,560000.0,0.0,0.0,0.0,400000.0,0.0,1250000.0,58273.0,0.0,0.0,0.0,0.0,284135.0,0.0,613910.0,31808523.0,0.0,0.0,0.0,0.0,9395873.0,0.0,0.0,0.0,3231050.8,268050.0,0.0,0.0,11449192.0,6699509.95,56611600.49,0.0,1111864.28,6930246.3,425883.0,1983836.47,0.0,0.0,0.0,0.0,0.0,0.0,3597414.0,22616071.0,0.0,0.0,494729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478160460.11
Princeton University,0.0,0.0,0.0,0.0,0.0,25679158.0,0.0,0.0,2224000.0,0.0,0.0,0.0,0.0,450385.0,0.0,7896426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13514026.0,0.0,0.0,0.0,0.0,31229640.0,0.0,0.0,0.0,0.0,4227068.0,0.0,0.0,1081385.0,0.0,0.0,550000.0,3010000.0,84565549.0,0.0,0.0,0.0,731404.0,1418224.0,0.0,3876805.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,134364306.0,0.0,0.0,2324500.0,500000.0,0.0,0.0,0.0,0.0,335000.0,1050229.0,0.0,14035453.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,12537298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5416985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420000.0,0.0,0.0,0.0,0.0,1050000.0,0.0,0.0,0.0,5740000.0,0.0,0.0,0.0,0.0,0.0,55719626.0,0.0,700000.0,0.0,1400000.0,450000.0,0.0,0.0,0.0,254950.0,0.0,0.0,0.0,9436086.0,0.0,0.0,95800.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,435004303.0
"University Of California, Davis",0.0,0.0,0.0,0.0,0.0,10380629.0,0.0,0.0,1425346.0,0.0,0.0,0.0,0.0,3051922.0,0.0,0.0,0.0,0.0,0.0,0.0,1137704.0,0.0,0.0,0.0,0.0,0.0,15232281.0,0.0,0.0,0.0,20039544.63,18157337.0,0.0,1344291.0,0.0,0.0,0.0,0.0,0.0,5143908.0,0.0,0.0,1293224.0,0.0,20873257.05,0.0,0.0,0.0,589802.0,9031420.04,5500.0,15365477.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,419760.0,0.0,0.0,556074.0,0.0,10663386.0,1376770.0,0.0,39908392.0,0.0,0.0,0.0,1055726.0,296170.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475963.0,0.0,0.0,0.0,12889760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146159.0,424000.0,0.0,0.0,32162165.0,0.0,0.0,0.0,0.0,0.0,0.0,1706557.0,0.0,0.0,0.0,261050.0,0.0,0.0,0.0,0.0,0.0,11239257.79,908885.0,0.0,0.0,0.0,64537187.0,0.0,0.0,586528.0,11831997.47,49518959.0,0.0,0.0,0.0,6082286.0,19683180.0,0.0,1933214.0,0.0,303089.0,8401428.0,0.0,0.0,0.0,0.0,0.0,0.0,5433642.0,8381520.0,0.0,0.0,0.0,0.0,0.0,0.0,321358.0,0.0,0.0,0.0,416326489.67999995
California Institute Of Technology,0.0,0.0,0.0,0.0,0.0,12573155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,781272.0,0.0,0.0,0.0,0.0,0.0,13252374.0,0.0,0.0,0.0,1626932.0,7557480.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038182.0,0.0,0.0,0.0,0.0,13056881.0,0.0,0.0,0.0,2661034.0,17403731.95,2076.0,18405232.0,0.0,0.0,269983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41294139.84,0.0,0.0,3177540.0,0.0,0.0,0.0,0.0,0.0,349320.0,3344785.0,0.0,78090208.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542850.0,0.0,0.0,0.0,1073229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10196.0,0.0,0.0,0.0,94012.0,0.0,0.0,0.0,24557904.3,1069970.0,0.0,0.0,0.0,43088236.129999995,0.0,0.0,4855.0,26864158.99,486967.0,0.0,0.0,0.0,1281070.0,9850583.0,0.0,3558816.0,0.0,681128.0,1085801.0,0.0,0.0,0.0,0.0,0.0,0.0,36000000.0,2156571.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,374665673.79999995
University Of Florida,0.0,0.0,0.0,0.0,0.0,15916311.25,586858.0,0.0,0.0,0.0,0.0,0.0,4786.0,1498381.0,0.0,28000000.0,0.0,0.0,0.0,0.0,300300.0,0.0,0.0,0.0,0.0,0.0,5462414.0,8289.0,0.0,0.0,3538753.0,392579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109097.0,0.0,0.0,0.0,0.0,2154404.0,0.0,0.0,0.0,0.0,9466613.2,0.0,14373051.0,0.0,0.0,0.0,0.0,3258920.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,2477565.09,0.0,0.0,0.0,4789915.47,0.0,2706102.91,13876469.96,0.0,22092546.4,568918.0,0.0,0.0,408417.0,658335.0,0.0,0.0,0.0,0.0,339705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2715989.0,272450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6676497.0,0.0,15053721.879999999,0.0,0.0,0.0,0.0,3483382.0,0.0,0.0,0.0,40049403.0,19276130.88,0.0,0.0,750000.0,704700.0,24829756.59,0.0,0.0,0.0,0.0,646907.1599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10105978.0,0.0,0.0,8398328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268520974.78999996
Brown University,0.0,0.0,0.0,0.0,0.0,3099999.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731844.0,0.0,2603387.0,0.0,0.0,0.0,0.0,1141000.0,0.0,0.0,0.0,0.0,0.0,9187641.53,0.0,0.0,0.0,0.0,24970837.65,0.0,0.0,0.0,0.0,0.0,0.0,636744.0,1254702.0,0.0,0.0,0.0,0.0,77112738.61,0.0,0.0,0.0,0.0,6907331.0,0.0,3644884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295000.0,22254529.0,0.0,0.0,6088335.0,0.0,0.0,0.0,520000.0,0.0,1052974.0,0.0,0.0,4030000.0,0.0,9928000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64828.0,0.0,0.0,643000.0,0.0,0.0,0.0,0.0,0.0,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4238484.5,0.0,0.0,0.0,0.0,12454935.0,0.0,0.0,509588.0,7569024.6,12082810.0,0.0,0.0,0.0,11116552.0,3559018.0,0.0,1061760.0,1246121.0,4354432.5,86124.0,0.0,0.0,0.0,1610000.0,0.0,0.0,535938.0,7172759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245770341.95
Vanderbilt University,0.0,0.0,0.0,0.0,0.0,0.0,1244734.0,0.0,500000.0,0.0,0.0,0.0,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21015403.0,0.0,0.0,0.0,0.0,4180446.0,0.0,0.0,0.0,0.0,399035.0,0.0,36436338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710000.0,0.0,0.0,250000.0,0.0,0.0,2750693.0,414548.0,0.0,0.0,0.0,0.0,5432047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906047.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,345599.0,0.0,0.0,0.0,0.0,0.0,1200000.0,2255939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9305747.0,121184193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211246989.0
Washington University In St. Louis,0.0,0.0,0.0,0.0,0.0,3247175.0,279000.0,0.0,2003162.0,0.0,0.0,0.0,0.0,4651344.0,0.0,342074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14648104.64,3720397.0,0.0,0.0,0.0,18184028.6,0.0,0.0,0.0,0.0,0.0,0.0,924835.0,5233545.0,0.0,0.0,0.0,0.0,12188054.46,0.0,0.0,0.0,0.0,12822772.5,0.0,3720393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4499975.0,0.0,0.0,5885613.0,0.0,0.0,0.0,2092833.6,0.0,4341942.5,3060077.8,0.0,12026028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4068882.0,0.0,0.0,0.0,594474.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117908.0,0.0,0.0,250062.0,0.0,0.0,10296477.0,0.0,0.0,0.0,0.0,313290.0,0.0,0.0,0.0,6108820.0,1229641.0,0.0,0.0,0.0,5699345.0,27040698.81,0.0,1436033.0,0.0,0.0,4022793.0,0.0,0.0,0.0,18750.0,0.0,0.0,0.0,10423074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186491603.91
Emory University,0.0,0.0,0.0,0.0,0.0,2372593.0,1397160.0,0.0,2379255.0,0.0,0.0,0.0,0.0,357156.0,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13702428.0,0.0,0.0,0.0,0.0,12127816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145491.0,0.0,0.0,0.0,0.0,15750437.0,0.0,0.0,1359355.0,0.0,6212761.0,3585890.0,2955358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,371745.0,0.0,4041120.0,10510275.0,0.0,23366216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579357.0,0.0,0.0,0.0,6076997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587731.0,306788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268816.0,0.0,0.0,0.0,256750.0,0.0,0.0,3085200.0,0.0,0.0,15179427.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,2123729.0,7265319.0,417224.0,0.0,0.0,0.0,749880.0,25501991.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,418198.0,0.0,0.0,7099222.0,5178269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182379954.0
University Of Notre Dame,0.0,0.0,0.0,200000.0,0.0,1351271.0,0.0,0.0,9187842.0,0.0,0.0,0.0,0.0,1803543.56,0.0,0.0,0.0,0.0,0.0,0.0,1063500.0,0.0,0.0,0.0,0.0,0.0,16319823.0,0.0,0.0,0.0,0.0,4550100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2413000.0,0.0,0.0,0.0,0.0,18813130.16,0.0,0.0,0.0,0.0,542488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950000.0,0.0,0.0,0.0,0.0,0.0,0.0,5090000.0,0.0,0.0,3187240.0,0.0,901208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6402068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12589711.0,3500000.0,0.0,0.0,0.0,0.0,33265563.0,0.0,1429909.0,0.0,0.0,6665305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135854662.72
Dartmouth College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3442557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68020800.0,0.0,0.0,0.0,0.0,402500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269272.0,0.0,0.0,0.0,0.0,19778795.02,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5018208.73,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3591343.0,0.0,0.0,0.0,0.0,2862620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,0.0,11440898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312874.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290507.0,0.0,0.0,0.0,0.0,0.0,0.0,5911800.0,0.0,0.0,0.0,126035820.97
Rice University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3822759.0
